Gene stable ID	Transcript stable ID	Gene description	GO term accession	GO term name
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0005509	calcium ion binding
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0016301	kinase activity
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0008152	metabolic process
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0035556	intracellular signal transduction
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0004143	diacylglycerol kinase activity
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway
AAEL011712	AAEL011712-RA	diacylglycerol kinase, alpha, beta, gamma [Source:VB Community Annotation]	GO:0003951	NAD+ kinase activity
AAEL002106	AAEL002106-RB			
AAEL002106	AAEL002106-RA			
AAEL007804	AAEL007804-RA	semaphorin [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL007804	AAEL007804-RA	semaphorin [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL011155	AAEL011155-RA			
AAEL010739	AAEL010739-RA	WNT4 precursor, putative [Source:VB Community Annotation]	GO:0007275	multicellular organism development
AAEL010739	AAEL010739-RA	WNT4 precursor, putative [Source:VB Community Annotation]	GO:0005576	extracellular region
AAEL010739	AAEL010739-RA	WNT4 precursor, putative [Source:VB Community Annotation]	GO:0005578	proteinaceous extracellular matrix
AAEL010739	AAEL010739-RA	WNT4 precursor, putative [Source:VB Community Annotation]	GO:0005102	receptor binding
AAEL010739	AAEL010739-RA	WNT4 precursor, putative [Source:VB Community Annotation]	GO:0016055	Wnt signaling pathway
AAEL001691	AAEL001691-RA	adenylate cyclase [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL001691	AAEL001691-RA	adenylate cyclase [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL005341	AAEL005341-RA	Protein hook [Source:UniProtKB/Swiss-Prot;Acc:Q17AF4]	GO:0005874	microtubule
AAEL005341	AAEL005341-RA	Protein hook [Source:UniProtKB/Swiss-Prot;Acc:Q17AF4]	GO:0008017	microtubule binding
AAEL005341	AAEL005341-RA	Protein hook [Source:UniProtKB/Swiss-Prot;Acc:Q17AF4]	GO:0006897	endocytosis
AAEL005341	AAEL005341-RA	Protein hook [Source:UniProtKB/Swiss-Prot;Acc:Q17AF4]	GO:0005768	endosome
AAEL005341	AAEL005341-RA	Protein hook [Source:UniProtKB/Swiss-Prot;Acc:Q17AF4]	GO:0030705	cytoskeleton-dependent intracellular transport
AAEL007356	AAEL007356-RB			
AAEL007356	AAEL007356-RA			
AAEL009315	AAEL009315-RA			
AAEL005947	AAEL005947-RA	G-rich sequence factor-1, putative [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL005947	AAEL005947-RB	G-rich sequence factor-1, putative [Source:VB Community Annotation]	GO:0003676	nucleic acid binding
AAEL007609	AAEL007609-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q171J5]	GO:0003677	DNA binding
AAEL007609	AAEL007609-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q171J5]	GO:0005634	nucleus
AAEL007609	AAEL007609-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q171J5]	GO:0000786	nucleosome
AAEL007609	AAEL007609-RA	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q171J5]	GO:0046982	protein heterodimerization activity
AAEL011993	AAEL011993-RC		GO:0003677	DNA binding
AAEL011993	AAEL011993-RC		GO:0004518	nuclease activity
AAEL008754	AAEL008754-RA		GO:0042302	structural constituent of cuticle
AAEL009499	AAEL009499-RA		GO:0008270	zinc ion binding
AAEL009499	AAEL009499-RA		GO:0005634	nucleus
AAEL009499	AAEL009499-RA		GO:0003676	nucleic acid binding
AAEL005636	AAEL005636-RA	eukariotic translation initiation factor 2b, epsilon subunit [Source:VB Community Annotation]	GO:0005488	binding
AAEL005636	AAEL005636-RA	eukariotic translation initiation factor 2b, epsilon subunit [Source:VB Community Annotation]	GO:0016740	transferase activity
AAEL005636	AAEL005636-RA	eukariotic translation initiation factor 2b, epsilon subunit [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL006980	AAEL006980-RA	lipase [Source:VB Community Annotation]	GO:0052689	carboxylic ester hydrolase activity
AAEL006980	AAEL006980-RA	lipase [Source:VB Community Annotation]	GO:0005576	extracellular region
AAEL003915	AAEL003915-RA	acid phosphatase-1 [Source:VB Community Annotation]	GO:0003993	acid phosphatase activity
AAEL003478	AAEL003478-RA			
AAEL001656	AAEL001656-RA	sodium-dependent phosphate transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL001656	AAEL001656-RA	sodium-dependent phosphate transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL015103	AAEL015103-RA	chymotrypsin, putative [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL015103	AAEL015103-RA	chymotrypsin, putative [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL012037	AAEL012037-RA	sulphate transporter [Source:VB Community Annotation]	GO:0016020	membrane
AAEL012037	AAEL012037-RA	sulphate transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL012037	AAEL012037-RA	sulphate transporter [Source:VB Community Annotation]	GO:0015116	sulfate transmembrane transporter activity
AAEL012037	AAEL012037-RA	sulphate transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL012037	AAEL012037-RA	sulphate transporter [Source:VB Community Annotation]	GO:0008271	secondary active sulfate transmembrane transporter activity
AAEL012037	AAEL012037-RA	sulphate transporter [Source:VB Community Annotation]	GO:0008272	sulfate transport
AAEL002484	AAEL002484-RA			
AAEL014010	AAEL014010-RA	pickpocket [Source:VB Community Annotation]	GO:0016020	membrane
AAEL014010	AAEL014010-RA	pickpocket [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL014010	AAEL014010-RA	pickpocket [Source:VB Community Annotation]	GO:0006814	sodium ion transport
AAEL014010	AAEL014010-RA	pickpocket [Source:VB Community Annotation]	GO:0005272	sodium channel activity
AAEL005577	AAEL005577-RA		GO:0003676	nucleic acid binding
AAEL014111	AAEL014111-RA	tubulin-specific chaperone, putative [Source:VB Community Annotation]		
AAEL008828	AAEL008828-RA	carbonic anhydrase [Source:VB Community Annotation]		
AAEL001989	AAEL001989-RA	protein serine/threonine kinase, putative [Source:VB Community Annotation]		
AAEL011900	AAEL011900-RA	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, putative [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL011900	AAEL011900-RA	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, putative [Source:VB Community Annotation]	GO:0016740	transferase activity
AAEL007380	AAEL007380-RA			
AAEL011722	AAEL011722-RA	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL011722	AAEL011722-RA	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL011722	AAEL011722-RA	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0004181	metallocarboxypeptidase activity
AAEL011722	AAEL011722-RA	zinc carboxypeptidase [Source:VB Community Annotation]	GO:0004180	carboxypeptidase activity
AAEL008492	AAEL008492-RA		GO:0016021	integral component of membrane
AAEL009875	AAEL009875-RA	alanine aminotransferase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL009875	AAEL009875-RA	alanine aminotransferase [Source:VB Community Annotation]	GO:0030170	pyridoxal phosphate binding
AAEL009875	AAEL009875-RA	alanine aminotransferase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
AAEL009875	AAEL009875-RB	alanine aminotransferase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL009875	AAEL009875-RB	alanine aminotransferase [Source:VB Community Annotation]	GO:0030170	pyridoxal phosphate binding
AAEL009875	AAEL009875-RB	alanine aminotransferase [Source:VB Community Annotation]	GO:0009058	biosynthetic process
AAEL008829	AAEL008829-RA			
AAEL013513	AAEL013513-RA		GO:0042302	structural constituent of cuticle
AAEL004834	AAEL004834-RA	PHD finger protein [Source:VB Community Annotation]	GO:0008270	zinc ion binding
AAEL007543	AAEL007543-RA		GO:0016021	integral component of membrane
AAEL007174	AAEL007174-RA	tripeptidyl peptidase ii [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL007174	AAEL007174-RA	tripeptidyl peptidase ii [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL010952	AAEL010952-RB		GO:0005515	protein binding
AAEL005892	AAEL005892-RA		GO:0003676	nucleic acid binding
AAEL003607	AAEL003607-RA	fibrinogen and fibronectin [Source:VB Community Annotation]		
AAEL014867	AAEL014867-RA	apoptosis inhibitor [Source:VB Community Annotation]		
AAEL011101	AAEL011101-RA		GO:0008380	RNA splicing
AAEL006735	AAEL006735-RA		GO:0005681	spliceosomal complex
AAEL006735	AAEL006735-RA		GO:0000387	spliceosomal snRNP assembly
AAEL006735	AAEL006735-RA		GO:0000245	spliceosomal complex assembly
AAEL001867	AAEL001867-RA	sodium-dependent phosphate transporter [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL001867	AAEL001867-RA	sodium-dependent phosphate transporter [Source:VB Community Annotation]	GO:0055085	transmembrane transport
AAEL004203	AAEL004203-RA			
AAEL005149	AAEL005149-RA	liprin-beta1, putative [Source:VB Community Annotation]	GO:0007528	neuromuscular junction development
AAEL005149	AAEL005149-RA	liprin-beta1, putative [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL010751	AAEL010751-RA	methylenetetrahydrofolate dehydrogenase [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL010751	AAEL010751-RA	methylenetetrahydrofolate dehydrogenase [Source:VB Community Annotation]	GO:0003824	catalytic activity
AAEL010751	AAEL010751-RA	methylenetetrahydrofolate dehydrogenase [Source:VB Community Annotation]	GO:0009396	folic acid-containing compound biosynthetic process
AAEL010751	AAEL010751-RA	methylenetetrahydrofolate dehydrogenase [Source:VB Community Annotation]	GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity
AAEL001481	AAEL001481-RA			
AAEL006977	AAEL006977-RA	serine/threonine protein phosphatase 2a regulatory subunit a [Source:VB Community Annotation]	GO:0005488	binding
AAEL001315	AAEL001315-RA		GO:0008270	zinc ion binding
AAEL001315	AAEL001315-RA		GO:0005634	nucleus
AAEL001315	AAEL001315-RA		GO:0003700	transcription factor activity, sequence-specific DNA binding
AAEL001315	AAEL001315-RA		GO:0006351	transcription, DNA-templated
AAEL001315	AAEL001315-RA		GO:0003676	nucleic acid binding
AAEL015108	AAEL015108-RA		GO:0005515	protein binding
AAEL017188	AAEL017188-RA		GO:0005524	ATP binding
AAEL017188	AAEL017188-RA		GO:0016020	membrane
AAEL017188	AAEL017188-RA		GO:0016021	integral component of membrane
AAEL017188	AAEL017188-RA		GO:0016887	ATPase activity
AAEL002809	AAEL002809-RA	down syndrome critical region protein [Source:VB Community Annotation]		
AAEL002809	AAEL002809-RB	down syndrome critical region protein [Source:VB Community Annotation]		
AAEL006488	AAEL006488-RA	nucleoporin, p88, putative [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL002095	AAEL002095-RA			
AAEL004416	AAEL004416-RA	histone deacetylase [Source:VB Community Annotation]	GO:0004407	histone deacetylase activity
AAEL004416	AAEL004416-RA	histone deacetylase [Source:VB Community Annotation]	GO:0016575	histone deacetylation
AAEL005410	AAEL005410-RA	erythroblast macrophage protein emp [Source:VB Community Annotation]	GO:0045721	negative regulation of gluconeogenesis
AAEL005410	AAEL005410-RA	erythroblast macrophage protein emp [Source:VB Community Annotation]	GO:0005515	protein binding
AAEL007577	AAEL007577-RA			
AAEL009946	AAEL009946-RA	DnaJ homolog subfamily B member 11 precursor [Source:VB Community Annotation]	GO:0006457	protein folding
AAEL009946	AAEL009946-RA	DnaJ homolog subfamily B member 11 precursor [Source:VB Community Annotation]	GO:0051082	unfolded protein binding
AAEL013497	AAEL013497-RA	p15-2b protein, putative [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL013497	AAEL013497-RA	p15-2b protein, putative [Source:VB Community Annotation]	GO:0006810	transport
AAEL003210	AAEL003210-RE	tetraspanin 29fa [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003210	AAEL003210-RC	tetraspanin 29fa [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003210	AAEL003210-RA	tetraspanin 29fa [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003210	AAEL003210-RB	tetraspanin 29fa [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003210	AAEL003210-RD	tetraspanin 29fa [Source:VB Community Annotation]	GO:0016021	integral component of membrane
AAEL003764	AAEL003764-RA		GO:0016021	integral component of membrane
AAEL009562	AAEL009562-RA		GO:0008270	zinc ion binding
AAEL001545	AAEL001545-RA		GO:0003676	nucleic acid binding
AAEL006193	AAEL006193-RA	Mediator of RNA polymerase II transcription subunit 4 (Med4) [Source:VB Community Annotation]	GO:0006351	transcription, DNA-templated
AAEL006193	AAEL006193-RA	Mediator of RNA polymerase II transcription subunit 4 (Med4) [Source:VB Community Annotation]	GO:0006357	regulation of transcription from RNA polymerase II promoter
AAEL006193	AAEL006193-RA	Mediator of RNA polymerase II transcription subunit 4 (Med4) [Source:VB Community Annotation]	GO:0001104	RNA polymerase II transcription cofactor activity
AAEL006193	AAEL006193-RA	Mediator of RNA polymerase II transcription subunit 4 (Med4) [Source:VB Community Annotation]	GO:0016592	mediator complex
AAEL017072	AAEL017072-RA			
AAEL007463	AAEL007463-RA	5,10-methylenetetrahydrofolate reductase, putative [Source:VB Community Annotation]	GO:0055114	oxidation-reduction process
AAEL007463	AAEL007463-RA	5,10-methylenetetrahydrofolate reductase, putative [Source:VB Community Annotation]	GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity
AAEL007463	AAEL007463-RA	5,10-methylenetetrahydrofolate reductase, putative [Source:VB Community Annotation]	GO:0006555	methionine metabolic process
AAEL007463	AAEL007463-RA	5,10-methylenetetrahydrofolate reductase, putative [Source:VB Community Annotation]	GO:0035999	tetrahydrofolate interconversion
AAEL001075	AAEL001075-RA		GO:0016021	integral component of membrane
AAEL009217	AAEL009217-RA	mitochondrial ribosomal protein, S35, putative [Source:VB Community Annotation]		
AAEL005100	AAEL005100-RA			
AAEL007781	AAEL007781-RA		GO:0016021	integral component of membrane
AAEL012073	AAEL012073-RA			
AAEL000482	AAEL000482-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	GO:0003677	DNA binding
AAEL000482	AAEL000482-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	GO:0005634	nucleus
AAEL000482	AAEL000482-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	GO:0000786	nucleosome
AAEL000482	AAEL000482-RA	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	GO:0046982	protein heterodimerization activity
AAEL000698	AAEL000698-RA		GO:0008270	zinc ion binding
AAEL000698	AAEL000698-RA		GO:0005622	intracellular
AAEL000698	AAEL000698-RA		GO:0005515	protein binding
AAEL006116	AAEL006116-RA	Putative e3 ubiquitin-protein ligase herc2 [Source:UniProtKB/TrEMBL;Acc:A0A0P6J635]	GO:0016874	ligase activity
AAEL006116	AAEL006116-RA	Putative e3 ubiquitin-protein ligase herc2 [Source:UniProtKB/TrEMBL;Acc:A0A0P6J635]	GO:0005515	protein binding
AAEL017533	AAEL017533-RA		GO:0003824	catalytic activity
AAEL017533	AAEL017533-RA		GO:0008152	metabolic process
AAEL004643	AAEL004643-RA	mitochondrial ribosomal protein L1 [Source:VB Community Annotation]		
AAEL009880	AAEL009880-RA	serine/threonine protein kinase [Source:VB Community Annotation]	GO:0005524	ATP binding
AAEL009880	AAEL009880-RA	serine/threonine protein kinase [Source:VB Community Annotation]	GO:0006468	protein phosphorylation
AAEL009880	AAEL009880-RA	serine/threonine protein kinase [Source:VB Community Annotation]	GO:0004674	protein serine/threonine kinase activity
AAEL009880	AAEL009880-RA	serine/threonine protein kinase [Source:VB Community Annotation]	GO:0004672	protein kinase activity
AAEL009880	AAEL009880-RA	serine/threonine protein kinase [Source:VB Community Annotation]	GO:0007049	cell cycle
AAEL010821	AAEL010821-RA	60S ribosomal protein LP0 [Source:VB Community Annotation]	GO:0005622	intracellular
AAEL010821	AAEL010821-RA	60S ribosomal protein LP0 [Source:VB Community Annotation]	GO:0005840	ribosome
AAEL010821	AAEL010821-RA	60S ribosomal protein LP0 [Source:VB Community Annotation]	GO:0042254	ribosome biogenesis
AAEL012775	AAEL012775-RA	serine protease, putative [Source:VB Community Annotation]	GO:0006508	proteolysis
AAEL012775	AAEL012775-RA	serine protease, putative [Source:VB Community Annotation]	GO:0004252	serine-type endopeptidase activity
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0007017	microtubule-based process
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0005874	microtubule
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0003924	GTPase activity
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0005525	GTP binding
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0007020	microtubule nucleation
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0031122	cytoplasmic microtubule organization
AAEL012843	AAEL012843-RA	Tubulin gamma chain [Source:UniProtKB/TrEMBL;Acc:Q16KA0]	GO:0000930	gamma-tubulin complex
AAEL002742	AAEL002742-RA		GO:0016021	integral component of membrane
