NCBI gene ID	Gene description	GOSlim GOA Accession(s)	GOSlim GOA Description
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0003674	molecular_function
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0043167	ion binding
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0005575	cellular_component
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0005623	cell
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0005737	cytoplasm
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0005622	intracellular
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0008150	biological_process
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0009056	catabolic process
5577035	26S protease regulatory subunit [Source:UniProtKB/TrEMBL;Acc:Q16KL0]	GO:0016887	ATPase activity
5569765		GO:0000003	reproduction
5569765		GO:0008150	biological_process
23687450		GO:0003674	molecular_function
23687450		GO:0003723	RNA binding
5578444	rho GTPase activating protein [Source:VB Community Annotation]	GO:0007165	signal transduction
5578444	rho GTPase activating protein [Source:VB Community Annotation]	GO:0008150	biological_process
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0008150	biological_process
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0005856	cytoskeleton
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0043226	organelle
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0003674	molecular_function
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0005622	intracellular
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0005623	cell
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0043167	ion binding
5569948	dynein heavy chain [Source:VB Community Annotation]	GO:0005575	cellular_component
5568735		GO:0003674	molecular_function
5575341	odorant binding protein OBP35 [Source:VB Community Annotation]	GO:0003674	molecular_function
5569682	cgmp-dependent protein kinase [Source:VB Community Annotation]	GO:0003674	molecular_function
5569682	cgmp-dependent protein kinase [Source:VB Community Annotation]	GO:0008150	biological_process
5569682	cgmp-dependent protein kinase [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5569682	cgmp-dependent protein kinase [Source:VB Community Annotation]	GO:0016301	kinase activity
5569682	cgmp-dependent protein kinase [Source:VB Community Annotation]	GO:0043167	ion binding
5565034	sulfotransferase (sult) [Source:VB Community Annotation]	GO:0003674	molecular_function
5579078		GO:0003677	DNA binding
5579078		GO:0003674	molecular_function
5579078		GO:0032991	protein-containing complex
5579078		GO:0043226	organelle
5579078		GO:0005575	cellular_component
5579078		GO:0005694	chromosome
5579078		GO:0005622	intracellular
5579078		GO:0005623	cell
110681434		GO:0003674	molecular_function
110681434		GO:0004518	nuclease activity
5571624		GO:0005575	cellular_component
5571624		GO:0005623	cell
5571624		GO:0005634	nucleus
5571624		GO:0043226	organelle
5571624		GO:0005622	intracellular
5571624		GO:0003674	molecular_function
5571624		GO:0043167	ion binding
5573999		GO:0034641	cellular nitrogen compound metabolic process
5573999		GO:0042592	homeostatic process
5573999		GO:0005634	nucleus
5573999		GO:0003674	molecular_function
5573999		GO:0005622	intracellular
5573999		GO:0005623	cell
5573999		GO:0005694	chromosome
5573999		GO:0005575	cellular_component
5573999		GO:0000003	reproduction
5573999		GO:0008150	biological_process
5573999		GO:0003677	DNA binding
5573999		GO:0003723	RNA binding
5573999		GO:0043226	organelle
5573999		GO:0032991	protein-containing complex
5577974	Adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTJ1]	GO:0005634	nucleus
5577974	Adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTJ1]	GO:0043226	organelle
5577974	Adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTJ1]	GO:0005623	cell
5577974	Adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTJ1]	GO:0005622	intracellular
5577974	Adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTJ1]	GO:0005575	cellular_component
5577974	Adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FTJ1]	GO:0005737	cytoplasm
5565621		GO:0005575	cellular_component
5565621		GO:0003674	molecular_function
5565621		GO:0055085	transmembrane transport
5565621		GO:0006810	transport
5565621		GO:0008150	biological_process
5565621		GO:0022857	transmembrane transporter activity
5564396		GO:0008150	biological_process
5564396		GO:0008092	cytoskeletal protein binding
5564396		GO:0043167	ion binding
5564396		GO:0003674	molecular_function
5566989		GO:0003674	molecular_function
5566989		GO:0043167	ion binding
5566989		GO:0016491	oxidoreductase activity
5566989		GO:0006629	lipid metabolic process
5566989		GO:0008150	biological_process
5566989		GO:0005575	cellular_component
5569483		GO:0003674	molecular_function
5571047	multiprotein bridging factor, putative [Source:VB Community Annotation]	GO:0003677	DNA binding
5571047	multiprotein bridging factor, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
5571761	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0016853	isomerase activity
5571761	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0003674	molecular_function
5571761	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0006464	cellular protein modification process
5571761	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0008150	biological_process
5571761	peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:VB Community Annotation]	GO:0006457	protein folding
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0009058	biosynthetic process
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0034641	cellular nitrogen compound metabolic process
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0008150	biological_process
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0043167	ion binding
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0004386	helicase activity
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0005634	nucleus
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0043226	organelle
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0005654	nucleoplasm
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0005575	cellular_component
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0005622	intracellular
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0005623	cell
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0032991	protein-containing complex
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0003674	molecular_function
5579054	General transcription factor IIF subunit 2 [Source:UniProtKB/TrEMBL;Acc:Q16HK5]	GO:0003677	DNA binding
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0003735	structural constituent of ribosome
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0005198	structural molecule activity
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0003674	molecular_function
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0006412	translation
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0008150	biological_process
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0009058	biosynthetic process
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0005840	ribosome
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0043226	organelle
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0005737	cytoplasm
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0005575	cellular_component
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0005622	intracellular
5578243	60S ribosomal protein L23 (L17A)(AeRpL17A) [Source:VB Community Annotation]	GO:0005623	cell
5576229		GO:0003674	molecular_function
5571009		GO:0000278	mitotic cell cycle
5571009		GO:0007049	cell cycle
5571009		GO:0007059	chromosome segregation
5571009		GO:0008150	biological_process
5571009		GO:0051276	chromosome organization
5571009		GO:0140014	mitotic nuclear division
5571009		GO:0005623	cell
5571009		GO:0005694	chromosome
5571009		GO:0043226	organelle
5571009		GO:0005622	intracellular
5571009		GO:0005575	cellular_component
5571009		GO:0032991	protein-containing complex
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0005886	plasma membrane
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0007155	cell adhesion
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0008150	biological_process
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0003674	molecular_function
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0005575	cellular_component
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0043167	ion binding
5569008	Cadherin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FG21]	GO:0005623	cell
5578549	polypeptide of 976 aa, putative [Source:VB Community Annotation]	GO:0003674	molecular_function
110675782		GO:0016192	vesicle-mediated transport
110675782		GO:0008150	biological_process
110675782		GO:0006810	transport
5579911	adenylate cyclase [Source:VB Community Annotation]	GO:0006810	transport
5579911	adenylate cyclase [Source:VB Community Annotation]	GO:0008150	biological_process
5579911	adenylate cyclase [Source:VB Community Annotation]	GO:0055085	transmembrane transport
5579911	adenylate cyclase [Source:VB Community Annotation]	GO:0005575	cellular_component
5580113		GO:0003674	molecular_function
5580113		GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
5568752		GO:0003674	molecular_function
5568752		GO:0065003	protein-containing complex assembly
5568752		GO:0022607	cellular component assembly
5568752		GO:0008150	biological_process
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0006397	mRNA processing
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0003674	molecular_function
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0003723	RNA binding
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0008150	biological_process
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0034641	cellular nitrogen compound metabolic process
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0005622	intracellular
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0005575	cellular_component
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0005623	cell
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0032991	protein-containing complex
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0043226	organelle
5567547	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)(NCBP 20 kDa subunit)(CBP20) [Source:VB Community Annotation]	GO:0005634	nucleus
5574192	Hect E3 ubiquitin ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F1D4]	GO:0043167	ion binding
5574192	Hect E3 ubiquitin ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F1D4]	GO:0006464	cellular protein modification process
5574192	Hect E3 ubiquitin ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F1D4]	GO:0008150	biological_process
5574192	Hect E3 ubiquitin ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F1D4]	GO:0003674	molecular_function
5572654	Glycerate kinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F011]	GO:0003674	molecular_function
5572654	Glycerate kinase [Source:UniProtKB/TrEMBL;Acc:A0A1S4F011]	GO:0016301	kinase activity
110676512		GO:0003674	molecular_function
110676512		GO:0043167	ion binding
110680363		GO:0003674	molecular_function
110680363		GO:0043167	ion binding
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0065003	protein-containing complex assembly
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0009058	biosynthetic process
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0008150	biological_process
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0034641	cellular nitrogen compound metabolic process
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0051276	chromosome organization
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0022607	cellular component assembly
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005634	nucleus
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003674	molecular_function
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0003677	DNA binding
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005622	intracellular
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005623	cell
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005694	chromosome
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0005575	cellular_component
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0043226	organelle
110680690	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	GO:0032991	protein-containing complex
5567486		GO:0003674	molecular_function
5567486		GO:0005576	extracellular region
5567486		GO:0005575	cellular_component
23687388		GO:0008150	biological_process
23687388		GO:0044281	small molecule metabolic process
23687388		GO:0009058	biosynthetic process
23687388		GO:0034641	cellular nitrogen compound metabolic process
23687388		GO:0003674	molecular_function
23687388		GO:0016829	lyase activity
